client,vendor_id,vendor_name,tag_id,tag_name,expires_at,sync_date
"Block Real Estate Services, LLC",69fded0c62446148bd848b05,"Big Biscuit / 27 Biscuits, LLC",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded0c62446148bd848b26,"Advanced Auto / Advanced Stores Co., Inc.",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded0c62446148bd848b32,Advocate Construction Inc,69bc0d686bc195aa02a7e37a,3rd Request,,2026-09-23
"Block Real Estate Services, LLC",69fded0d62446148bd848b50,Allure Hair Studio / Alisha N. Bauer,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded0d62446148bd848b5f,"Ameriprise Financial / Ameriprise Holdings, Inc.",6a0728f8f523b35823695b2f,Need Contact,,2026-09-23
"Block Real Estate Services, LLC",69fded0d62446148bd848b62,"AMSCO Supply / Flegler Investment Co., Inc.",69bc0d686bc195aa02a7e376,1st Request,,2026-09-23
"Block Real Estate Services, LLC",69fded0d62446148bd848b74,LaborMax Staffing / Anytime Labor - KC Metro,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded0e62446148bd848bad,Recognition Plus Audio Video Graphics,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded0e62446148bd848baa,Auction Merchandise of KC,69bc0d686bc195aa02a7e376,1st Request,,2026-09-23
"Block Real Estate Services, LLC",69fded0f62446148bd848bf2,Bird Dog Shaved Ice (Vacant but still leasing),69c6c28e0eac12a2540116d2,4th Request,,2026-09-23
"Block Real Estate Services, LLC",69fded0f62446148bd848bf8,Block Multi-Family Group,6a0728f8f523b35823695b2f,Need Contact,,2026-09-23
"Block Real Estate Services, LLC",69fded0f62446148bd848bf8,Block Multi-Family Group,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded0f62446148bd848c0d,Bode Cellmark Forensics Inc,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1062446148bd848c37,Butler Suppy Inc,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1162446148bd848c79,CigaWatt LLC,6a0728f8f523b35823695b2f,Need Contact,,2026-09-23
"Block Real Estate Services, LLC",69fded1162446148bd848c79,CigaWatt LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1162446148bd848c8e,Coffel Construction LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1262446148bd848cc7,Creative Consumer Concepts Inc,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1262446148bd848cca,"Crescent Electric Supply Company, Inc.",69bc0d686bc195aa02a7e37a,3rd Request,,2026-09-23
"Block Real Estate Services, LLC",69fded1262446148bd848d0f,"Diamond Towel and Supply Company, LLC",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1362446148bd848d12,Diana M. Dang,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1362446148bd848d27,Dollar Tree #4044,69ea79315034d6d257ec62df,Expired,,2026-09-23
"Block Real Estate Services, LLC",69fded1362446148bd848d27,Dollar Tree #4044,69c6c296a5341a1a2dae572c,5th Request,,2026-09-23
"Block Real Estate Services, LLC",69fded1362446148bd848d4b,Edward D Jones & Co LP,69c6c28e0eac12a2540116d2,4th Request,,2026-09-23
"Block Real Estate Services, LLC",69fded1462446148bd848d69,"Engaged Athletics Training Center / Engaged Holdings, LLC",69bc0d686bc195aa02a7e376,1st Request,,2026-09-23
"Block Real Estate Services, LLC",69fded1462446148bd848d8a,F & M Traders LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1462446148bd848d8a,F & M Traders LLC,69bc0d686bc195aa02a7e376,1st Request,,2026-09-23
"Block Real Estate Services, LLC",69fded1462446148bd848d99,FedEx/Kinko's,6a4e5ff3eff5ad98c4e9ec7d,Lease Specific,,2026-09-23
"Block Real Estate Services, LLC",69fded1462446148bd848d99,FedEx/Kinko's,69bc0d686bc195aa02a7e37a,3rd Request,,2026-09-23
"Block Real Estate Services, LLC",69fded1462446148bd848d9c,"Daley & Fey, LLP",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1462446148bd848db1,First Key Homes,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1562446148bd848dde,G3 Industrial Solutions LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1562446148bd848df3,Generate-Ubiquity Management LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1662446148bd848e2c,Guardian Water & Air Systems LLC,69ea79315034d6d257ec62df,Expired,,2026-09-23
"Block Real Estate Services, LLC",69fded1662446148bd848e2c,Guardian Water & Air Systems LLC,69c6c296a5341a1a2dae572c,5th Request,,2026-09-23
"Block Real Estate Services, LLC",69fded1662446148bd848e41,"Hartfiel Automation, Inc.",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1762446148bd848e65,"Hoang Tran Nhat Pham, Phuoc Duc Ngo and Binh Xuan Nguyen",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1762446148bd848e71,Hughes Machinery Company,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
"Block Real Estate Services, LLC",69fded1762446148bd848e7a,Hydro Extrusion USA LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-23
