client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
A G Equipment Company,53ccc671-cbe3-4483-9665-72a4774043dd,,45e7d267-1a8e-4ae1-b52e-671425aa7e88,,,2026-06-02T04:28:13,,,,,,06/02/2026,06/02/2026 08:28:48
Canadian Pacific Kansas City,08c9b583-9418-4a39-bcb7-e1423df17de5,,2ae1ed91-4b1b-40a9-afcb-bcd4628b5c4a,,,2026-06-02T03:12:56,,,,,,06/02/2026,06/02/2026 08:28:48
Canadian Pacific Kansas City,0b7abb57-74c3-4f8a-8098-3458cbbe5951,,,,,2026-06-02T07:31:27,,,,,,06/02/2026,06/02/2026 08:28:48
Canadian Pacific Kansas City,14b31e4c-bf3f-4800-bb7d-fc8877ae9929,,b4e9c2b6-1f0a-49f4-acbe-7566db2460ef,,,2026-06-02T07:22:40,,,,,,06/02/2026,06/02/2026 08:28:48
Canadian Pacific Kansas City,1c66f453-7a12-44da-b71d-d6d193e0dae2,,d5810c97-dabc-4c55-8feb-7fbaa3c0e685,,,2026-06-02T07:40:00,,,,,,06/02/2026,06/02/2026 08:28:48
Canadian Pacific Kansas City,46856363-fbf2-43c3-a38d-ca5be973f746,,57dcb827-5061-4f3e-8e1d-afa54b034234,,,2026-06-02T05:41:39,,,,,,06/02/2026,06/02/2026 08:28:48
Canadian Pacific Kansas City,6d3e3eb8-9325-4000-b63d-e5382ea85480,,52ca5bb3-fedc-462a-80e5-4c3ff6ba4391,,,2026-06-02T06:58:28,,,,,,06/02/2026,06/02/2026 08:28:48
Canadian Pacific Kansas City,b2a1867d-5585-4a3b-9a99-290fbbb09082,,,,,2026-06-02T05:03:36,,,,,,06/02/2026,06/02/2026 08:28:48
Canadian Pacific Kansas City,e8d7bed9-660f-4881-8217-ff89955664e7,,,,,2026-06-02T07:54:11,,,,,,06/02/2026,06/02/2026 08:28:48
EMMES,5631e282-2b4a-432e-8a29-b872ab7112f7,,902b1b1d-a6ce-4275-87fb-02fbb6e48c8a,,,2026-06-02T05:28:47,,,,,,06/02/2026,06/02/2026 08:28:48
Gart Properties,0f9ae9bd-afd6-4aeb-ad5a-29138caf2158,,,,,2026-06-02T03:58:31,,,,,,06/02/2026,06/02/2026 08:28:48
Gart Properties,1874cd62-321d-413c-9a4f-42ab1369646c,,,,,2026-06-02T03:58:31,,,,,,06/02/2026,06/02/2026 08:28:48
Scandroli Construction,0bb668d5-6630-49dd-8252-f4afee1adb80,,fb245ba9-c1e3-4ce4-be20-f4f7f1d445fb,,,2026-06-02T07:31:34,,,,,,06/02/2026,06/02/2026 08:29:06
Scandroli Construction,112a240f-b5c9-4119-932f-f67d1ff23668,,4c4456f4-78fb-4d76-9d08-82d0c47100fb,,,2026-06-02T03:33:21,,,,,,06/02/2026,06/02/2026 08:29:06
Scandroli Construction,13bbd3b8-90d6-4f3e-951b-e07a1dea85ec,,4c4456f4-78fb-4d76-9d08-82d0c47100fb,,,2026-06-02T03:33:21,,,,,,06/02/2026,06/02/2026 08:29:06
Scandroli Construction,16acafa8-f919-47d0-b324-7bc354a67c55,,a6e457a3-cbed-434f-b6b3-44bb55d57a93,,,2026-06-02T03:57:46,,,,,,06/02/2026,06/02/2026 08:29:06
