client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
Bauer Foundation Corp.,1ac02d14-cebd-4093-a43c-4dbd19667823,,09a76284-63f5-4b8f-9a39-d0e60880c037,,,2026-07-09T08:32:55,,,,,,07/09/2026,07/09/2026 06:01:13
Bauer Foundation Corp.,31e82114-6960-4911-bd89-892cd549f5c9,,dd8c2e4b-1f86-409e-a198-dffc828ac866,,,2026-07-09T08:46:40,,,,,,07/09/2026,07/09/2026 06:01:13
Bauer Foundation Corp.,44d0ea53-c3eb-405d-8aa2-790226f5b0ff,,,,,2026-07-09T06:10:55,,,,,,07/09/2026,07/09/2026 06:01:13
Bauer Foundation Corp.,6c466195-6c5a-4fde-b9f3-8bf8cf542259,,c27c8ba0-3763-4854-bf15-47154bccf02a,,,2026-07-09T00:46:37,,,,,,07/09/2026,07/09/2026 06:01:13
Bauer Foundation Corp.,7f0c2bf9-0cba-400c-89f6-aa65113cc71b,,09a76284-63f5-4b8f-9a39-d0e60880c037,,,2026-07-09T08:32:55,,,,,,07/09/2026,07/09/2026 06:01:13
Bauer Foundation Corp.,8a4dad18-5053-4c32-8a8f-d1fbc5dcd731,,09a76284-63f5-4b8f-9a39-d0e60880c037,,,2026-07-09T08:32:55,,,,,,07/09/2026,07/09/2026 06:01:13
Bauer Foundation Corp.,c934c205-1309-4dea-819b-fa64713f21dc,,83d13443-2d06-4878-98d2-52830ffb8814,,,2026-07-09T06:10:55,,,,,,07/09/2026,07/09/2026 06:01:13
Bauer Foundation Corp.,e1b2e490-d5cc-400a-8d10-77bd4bd22bdf,,9a5f7ecf-efbf-427e-b217-5a935fdeca48,,,2026-07-08T23:58:50,,,,,,07/09/2026,07/09/2026 06:01:13
Bauer Foundation Corp.,eacfbac2-a618-4e59-90e4-de8be70e1917,,,,,2026-07-08T23:58:50,,,,,,07/09/2026,07/09/2026 06:01:13
Canadian Pacific Kansas City,3ff82690-ebeb-4aa0-b8d9-2eef49b12275,,ff4bc835-ced6-46a4-a721-be2cd569773d,,,2026-07-09T05:56:34,,,,,,07/09/2026,07/09/2026 06:01:13
EMMES,a17a5842-9072-4be2-881e-49a86e1777a4,,7118e58b-2a40-4090-98bd-eae4ce198f71,,,2026-07-09T01:28:59,,,,,,07/09/2026,07/09/2026 06:01:13
Scandroli Construction,5edf9cc4-08d3-4cbc-acf6-acaeaa8f68ec,,8104e3ce-dc6f-4bfa-9826-3b004a449714,,,2026-07-09T09:18:12,,,,,,07/09/2026,07/09/2026 06:01:31
Scandroli Construction,944cc529-48cb-4dfb-9808-5a23b40926fd,,,,,2026-07-09T09:18:12,,,,,,07/09/2026,07/09/2026 06:01:31
The Abbey Management Company,46c178fa-5f91-4df0-b9e4-8b3c8c73129d,,cb298d06-c774-430a-8806-dad6e1975ab6,,,2026-07-09T09:06:05,,,,,,07/09/2026,07/09/2026 06:01:32
