client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
Bauer Foundation Corp.,215ef0ab-b82c-41fb-a697-63099923bf9d,,,,,2026-07-16T16:42:33,,,,,,07/16/2026,07/16/2026 12:25:04
Bauer Foundation Corp.,5dad78cd-705c-4456-b908-3f6220c59e9a,,3242c425-e2eb-4493-a152-5c9eeb6afbe0,,,2026-07-16T16:18:27,,,,,,07/16/2026,07/16/2026 12:25:04
Bauer Foundation Corp.,81399111-b51a-4f65-8086-1089983c20b7,,,,,2026-07-16T16:42:33,,,,,,07/16/2026,07/16/2026 12:25:04
Bauer Foundation Corp.,95794ce6-0b1f-4ab4-858d-aea327b1bf79,,86942951-890b-4552-b3f2-dad7b99a2d2e,,,2026-07-16T16:42:33,,,,,,07/16/2026,07/16/2026 12:25:04
Bauer Foundation Corp.,c9cf0f7f-260f-4e26-a24a-206c1a49b204,,,,,2026-07-16T16:42:33,,,,,,07/16/2026,07/16/2026 12:25:04
Scandroli Construction,41976e9a-c1ba-470b-a212-24c3e7c51cfe,,7f9f1814-e66c-480e-99d9-08875b639e44,,,2026-07-16T16:51:59,,,,,,07/16/2026,07/16/2026 12:25:19
Scandroli Construction,6b2d87c1-5d10-489c-9483-b4c6f8caf125,,7f9f1814-e66c-480e-99d9-08875b639e44,,,2026-07-16T16:51:59,,,,,,07/16/2026,07/16/2026 12:25:19
Scandroli Construction,a1eaedc2-013b-4884-a69c-d58d14ecc526,,7f9f1814-e66c-480e-99d9-08875b639e44,,,2026-07-16T16:51:59,,,,,,07/16/2026,07/16/2026 12:25:19
Scandroli Construction,f3f2382e-57ae-443f-a810-9826082f5439,,7f9f1814-e66c-480e-99d9-08875b639e44,,,2026-07-16T16:51:59,,,,,,07/16/2026,07/16/2026 12:25:19
The Abbey Management Company,1b6d1a11-51b6-49c4-9f7b-d739a5379ad1,,,,,2026-07-16T15:43:42,,,,,,07/16/2026,07/16/2026 12:25:20
The Abbey Management Company,b91f0e0f-4f7a-4862-874e-82e4bdefc127,,c4bea640-cb74-481d-b16b-f498be13c25f,,,2026-07-16T15:43:42,,,,,,07/16/2026,07/16/2026 12:25:20
