client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
Bauer Foundation Corp.,4dedf41f-f12f-4bdc-9134-002ccec59400,,f1447ef4-b205-448c-af62-6900fd70442d,,,2026-07-30T00:08:24,,,,,,07/30/2026,07/30/2026 05:34:47
EMMES,a5c7f89f-f301-4819-9b6a-a619e4b3e4fa,,4649852d-e54a-487b-a5e3-eacdbdb820c1,,,2026-07-30T10:18:35,,,,,,07/30/2026,07/30/2026 05:34:47
EMMES,d85f23f4-8235-4b24-86f9-966c8bbf8040,,ff16762d-a784-4ddf-acdc-d33a92b361fb,,,2026-07-30T00:25:30,,,,,,07/30/2026,07/30/2026 05:34:47
EMMES,df379e36-4ccb-4233-aafa-12850ecb75c6,,,,,2026-07-30T00:25:30,,,,,,07/30/2026,07/30/2026 05:34:47
EMMES,ec427e20-2510-4d05-badf-673803801970,,,,,2026-07-30T10:18:35,,,,,,07/30/2026,07/30/2026 05:34:47
EMMES,ed8895b9-f956-4c5c-91f8-4269f5e00cee,,ff16762d-a784-4ddf-acdc-d33a92b361fb,,,2026-07-30T00:25:30,,,,,,07/30/2026,07/30/2026 05:34:47
EMMES,f97efdaa-d6bb-4585-afd6-83fc3d300b3e,,,,,2026-07-30T10:18:35,,,,,,07/30/2026,07/30/2026 05:34:47
Gart Properties,72809f6f-5dd7-4ba2-b012-c191a9cd7af9,,,,,2026-07-23T13:41:46,,,,,,07/30/2026,07/30/2026 05:34:47
Scandroli Construction,140bcdb3-8dd1-4d47-94d5-d5ffdc4c3526,,291b98cb-8406-402a-ba9f-5f45c129b2fb,,,2026-07-30T00:38:26,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,18de5f25-4921-42be-a1b8-05e3b8747ed3,,1093fc96-14eb-434f-b8db-2099948fa5d6,,,2026-07-30T00:35:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,2801ff03-2d30-4d74-82ad-253ecdd9d763,,c1178a54-c6fc-471e-82ef-bba2c010d5ac,,,2026-07-30T00:19:48,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,3f091a1d-3502-40f8-bf3e-2d11b102a555,,3222d9b4-bf74-4f96-b9f0-efcf67465b3d,,,2026-07-30T09:24:06,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,4b137216-5827-4d0c-96d8-5789a12f53aa,,3222d9b4-bf74-4f96-b9f0-efcf67465b3d,,,2026-07-30T09:24:06,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,4cbee90d-86b0-4117-b859-4a565d7782ed,,2e509895-7a22-4450-95ea-486e46920035,,,2026-07-30T00:36:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,4f389cf6-4093-4d68-b632-4ad52026577e,,3222d9b4-bf74-4f96-b9f0-efcf67465b3d,,,2026-07-30T09:24:06,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,56c1628e-a06d-4a06-a80f-e64417ad6dd1,,2e509895-7a22-4450-95ea-486e46920035,,,2026-07-30T00:36:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,58937846-611b-40a7-aa60-51791b55f640,,291b98cb-8406-402a-ba9f-5f45c129b2fb,,,2026-07-30T00:38:26,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,708a87b9-04fc-4e69-965b-c9cfa68c87ef,,1093fc96-14eb-434f-b8db-2099948fa5d6,,,2026-07-30T00:35:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,793d1d19-63b4-4d31-a4a4-e53903a83c21,,2e509895-7a22-4450-95ea-486e46920035,,,2026-07-30T00:36:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,7e5b87bd-ff4a-4e7f-b775-394b57305970,,1093fc96-14eb-434f-b8db-2099948fa5d6,,,2026-07-30T00:35:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,8e2a5da6-af32-4cd9-b2bd-48ca80cbf2d9,,,,,2026-07-30T00:36:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,c9045f2d-e558-41ae-82be-1adc09a58bdd,,3222d9b4-bf74-4f96-b9f0-efcf67465b3d,,,2026-07-30T09:24:06,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,c9124d70-eefd-4358-80d5-89c748b300dc,,c1178a54-c6fc-471e-82ef-bba2c010d5ac,,,2026-07-30T00:19:48,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,c9e76d10-8220-4312-a820-9021abb43e2b,,291b98cb-8406-402a-ba9f-5f45c129b2fb,,,2026-07-30T00:38:26,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,cbbd175a-5046-404d-8de8-1d3aba9a2cf3,,c1178a54-c6fc-471e-82ef-bba2c010d5ac,,,2026-07-30T00:19:48,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,cc02d74c-35ff-4ca9-be79-ee752e16f08a,,291b98cb-8406-402a-ba9f-5f45c129b2fb,,,2026-07-30T00:38:26,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,d0b0216d-d3c2-4207-bea4-c3baa8ef39e0,,1093fc96-14eb-434f-b8db-2099948fa5d6,,,2026-07-30T00:35:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,d6650c72-9410-40a9-b36f-3c622a9b842e,,c1178a54-c6fc-471e-82ef-bba2c010d5ac,,,2026-07-30T00:19:48,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,deda2717-4e48-4057-ae3f-436c607c5632,,2e509895-7a22-4450-95ea-486e46920035,,,2026-07-30T00:36:53,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,fcf70747-c737-4636-867a-42fa09fc8070,,3222d9b4-bf74-4f96-b9f0-efcf67465b3d,,,2026-07-30T09:24:06,,,,,,07/30/2026,07/30/2026 05:35:00
Scandroli Construction,fef7a8bb-a341-4078-ae07-c7908fbb2ce9,,,,,2026-07-30T09:24:06,,,,,,07/30/2026,07/30/2026 05:35:00
The Abbey Management Company,0ab61466-96f3-4196-add1-7ef9b8124a47,,,,,2026-07-29T20:45:36,,,,,,07/30/2026,07/30/2026 05:35:03
Trinity Chemical Industries LLC,823da3cc-3fb1-40c1-a501-ecbb3ed71d8b,,997e88a6-2c22-4ccd-a710-35f803e6f4c5,,,2026-07-30T01:04:40,,,,,,07/30/2026,07/30/2026 05:35:03
