client,vendor_id,vendor_name,tag_id,tag_name,expires_at,sync_date
"Block Real Estate Services, LLC",69fded0c62446148bd848aff,"1-800-Pack Rat, LLC",69c6c28e0eac12a2540116d2,4th Request,,2026-09-26
"Block Real Estate Services, LLC",69fded0c62446148bd848b32,Advocate Construction Inc,69c6c28e0eac12a2540116d2,4th Request,,2026-09-26
"Block Real Estate Services, LLC",69fded0d62446148bd848b3b,Agape Montessori School/Pulliam Properties LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded0d62446148bd848b4d,Allstate Insurance,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded0e62446148bd848b89,Archway Technology LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded0e62446148bd848ba7,"Athletico Physical Therapy / Athletico Management, LLC",69bc0d686bc195aa02a7e376,1st Request,,2026-09-26
"Block Real Estate Services, LLC",69fded0e62446148bd848ba7,"Athletico Physical Therapy / Athletico Management, LLC",69c6c28e0eac12a2540116d2,4th Request,,2026-09-26
"Block Real Estate Services, LLC",69fded0f62446148bd848bce,"Saturday Morning Bazaar / Bazaar Collectibles, LLC",69bc0d686bc195aa02a7e37a,3rd Request,,2026-09-26
"Block Real Estate Services, LLC",69fded0f62446148bd848bf8,Block Multi-Family Group,6a0728f8f523b35823695b2f,Need Contact,,2026-09-26
"Block Real Estate Services, LLC",69fded0f62446148bd848bf8,Block Multi-Family Group,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded0f62446148bd848c13,"Celebrate Dental & Braces / Brave, LLC",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded0f62446148bd848c0d,Bode Cellmark Forensics Inc,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1062446148bd848c1c,Brown & Root Industrial Services LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1062446148bd848c5b,"Challenger Sports, Inc.",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1162446148bd848c73,Triple Black Tattoo / Chris Keegan,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1162446148bd848c79,CigaWatt LLC,6a0728f8f523b35823695b2f,Need Contact,,2026-09-26
"Block Real Estate Services, LLC",69fded1162446148bd848c79,CigaWatt LLC,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1262446148bd848cd9,KK Express Employment / Curtis Holding Company,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1262446148bd848ce2,"Roadhouse Restaurant / Dactyl, LLC",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1362446148bd848d18,Discover Church,69bc0d686bc195aa02a7e37a,3rd Request,,2026-09-26
"Block Real Estate Services, LLC",69fded1362446148bd848d3f,Eaton Electric / Eaton Corporation,69bc0d686bc195aa02a7e37a,3rd Request,,2026-09-26
"Block Real Estate Services, LLC",69fded1362446148bd848d30,Personal Care Dental Group / Dr. Floyd Wiggins III,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1362446148bd848d36,DaVita Dialysis / DVA Renal Healthcare,69c6c28e0eac12a2540116d2,4th Request,,2026-09-26
"Block Real Estate Services, LLC",69fded1462446148bd848d7b,Essense of Australia Inc,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1462446148bd848d96,FastSigns,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1462446148bd848d9c,"Daley & Fey, LLP",69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
"Block Real Estate Services, LLC",69fded1462446148bd848d99,FedEx/Kinko's,6a4e5ff3eff5ad98c4e9ec7d,Lease Specific,,2026-09-26
"Block Real Estate Services, LLC",69fded1462446148bd848d99,FedEx/Kinko's,69c6c28e0eac12a2540116d2,4th Request,,2026-09-26
"Block Real Estate Services, LLC",69fded1562446148bd848dc0,Force America Inc,69ea7940633bffa0603cb9d2,Non-Compliant,,2026-09-26
