client,total_insureds,compliant,non_compliant,pending,sync_date,sync_timestamp
A G Equipment Company,1873,0,0,0,06/24/2026,06/24/2026 13:03:44
Action Plumbing Construction,42,0,0,0,06/24/2026,06/24/2026 13:03:44
Bauer Foundation Corp.,170,0,0,0,06/24/2026,06/24/2026 13:03:44
Canadian Pacific Kansas City,5542,0,0,0,06/24/2026,06/24/2026 13:03:44
"Capital Railroad Contracting, Inc.",97,0,0,0,06/24/2026,06/24/2026 13:03:44
EMMES,290,0,0,0,06/24/2026,06/24/2026 13:03:44
ESS Companies,2710,0,0,0,06/24/2026,06/24/2026 13:03:44
Gart Properties,298,0,0,0,06/24/2026,06/24/2026 13:03:44
Kolb Grading,120,0,0,0,06/24/2026,06/24/2026 13:03:44
Mizuho Bank,27,0,0,0,06/24/2026,06/24/2026 13:03:44
"Musselman & Hall Contractors, LLC",14,0,0,0,06/24/2026,06/24/2026 13:03:44
"Paragon Geophysical Services, Inc.",81,0,0,0,06/24/2026,06/24/2026 13:03:44
Scandroli Construction,903,0,0,0,06/24/2026,06/24/2026 13:03:44
Skyline Developers Construction LLC,16,0,0,0,06/24/2026,06/24/2026 13:03:44
The Abbey Management Company,572,0,0,0,06/24/2026,06/24/2026 13:03:44
Trinity Chemical Industries LLC,147,0,0,0,06/24/2026,06/24/2026 13:03:44
United Coal Company LLC,512,0,0,0,06/24/2026,06/24/2026 13:03:44
