client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
A G Equipment Company,2bd131ca-06bd-4647-a8aa-6eebece2c7cf,,7426ffdf-8c2a-4431-bd68-0f95bdec3749,,,2026-07-02T05:36:21,,,,,,07/02/2026,07/02/2026 05:46:29
A G Equipment Company,633538a3-ba91-4597-be93-e60b8fe3d5ba,,7426ffdf-8c2a-4431-bd68-0f95bdec3749,,,2026-07-02T05:36:21,,,,,,07/02/2026,07/02/2026 05:46:29
A G Equipment Company,6688fa6b-e9bf-48ab-aaed-4d222b862fbc,,ea5a8ce5-24f5-4612-ba21-63f8bf20128d,,,2026-07-02T10:44:42,,,,,,07/02/2026,07/02/2026 05:46:29
Bauer Foundation Corp.,24dfa264-1e2c-4710-ab70-fc19c9d89ac4,,05537e47-e508-40ac-8b47-3c5a6c294076,,,2026-07-02T07:30:25,,,,,,07/02/2026,07/02/2026 05:46:29
Bauer Foundation Corp.,411f6a1e-1992-4fe5-8720-330f1085f50a,,,,,2026-07-01T23:11:38,,,,,,07/02/2026,07/02/2026 05:46:29
Bauer Foundation Corp.,5b6ff684-021d-4dbf-8b9b-c59dfdfbd303,,a2bf3e90-262e-4e9b-8513-73d811f7ee94,,,2026-07-02T09:12:51,,,,,,07/02/2026,07/02/2026 05:46:29
Bauer Foundation Corp.,7150c2da-5b65-4f8b-acfd-170469269221,,67509e8b-a61a-482a-8673-8e74fb6f7659,,,2026-07-02T08:18:28,,,,,,07/02/2026,07/02/2026 05:46:29
Bauer Foundation Corp.,80440f78-e084-4d07-b6d9-4d503dde19a7,,2e410a79-e293-4f5b-9887-ac516135512c,,,2026-07-01T23:11:38,,,,,,07/02/2026,07/02/2026 05:46:29
Bauer Foundation Corp.,afd8a09d-a621-4e12-94ce-4fcf4ebc47ab,,7975b6a3-74fd-4cf7-ab71-42676a0eb77d,,,2026-07-02T08:03:34,,,,,,07/02/2026,07/02/2026 05:46:29
EMMES,795b890d-9b9f-4c3f-8c40-9fd909459fa7,,,,,2026-07-01T14:11:53,,,,,,07/02/2026,07/02/2026 05:46:29
Scandroli Construction,1bac2c9b-8e5d-411d-8802-f69a1f3d6ce4,,96753c73-5cb7-4d11-af0e-e3327ed99077,,,2026-07-01T21:19:18,,,,,,07/02/2026,07/02/2026 05:46:43
Scandroli Construction,63441307-0dc6-4e4c-a67a-f5ebc7ab47c9,,,,,2026-07-02T09:27:26,,,,,,07/02/2026,07/02/2026 05:46:43
Scandroli Construction,7dfbbe91-17be-4aad-bd89-4d053aeb9619,,95a5005d-0aa9-420f-9007-9f4ec5e6cf77,,,2026-07-02T09:27:26,,,,,,07/02/2026,07/02/2026 05:46:43
Scandroli Construction,a00ff171-d3b2-4474-aa22-ce3e7a8462de,,96753c73-5cb7-4d11-af0e-e3327ed99077,,,2026-07-01T21:19:18,,,,,,07/02/2026,07/02/2026 05:46:43
