file,last_changed,last_ran
coverages.csv,05/31/2026 12:20:10,05/31/2026 12:20:10
criteria.csv,05/31/2026 12:20:10,05/31/2026 12:20:10
custom_fields.csv,05/31/2026 12:20:10,05/31/2026 12:20:10
custom_properties.csv,05/31/2026 12:20:10,05/31/2026 12:20:10
engagement.csv,05/31/2026 12:20:10,05/31/2026 12:20:10
insureds.csv,05/31/2026 12:20:10,05/31/2026 12:20:10
summaries.csv,05/30/2026 05:10:55,05/31/2026 12:20:10
