client,request_id,vendor_id,vendor_name,context_id,context_name,request_name,status,compliance_status,compliance_profile,compliance_tracking,cert_status,cert_expiration,cert_issue_date,cert_reviewed_at,cert_url,cert_flag_level,cert_flag_notes,applies_to_all,updated_at,sync_date
"Block Real Estate Services, LLC",69fdf78062446148bd8587da,69fded2162446148bd8491bc,Stratus Surfaces LLC,69fdf09d38cbea6b3a6917a7,lcs458,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587dd,69fded0c62446148bd848b17,Accelerate Auto Works Intermediate LLC,69fdf0a3e45e7dcf5c438149,lne435,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587e1,69fded2362446148bd849246,Turn5 Inc,69fdf0a3e45e7dcf5c438149,lne435,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587f2,69fded1662446148bd848e38,H&R Block 24167,69fdf0ad0bb484cab513d40c,ncd054,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd858805,69fded1562446148bd848dba,"Five Clothes, LLC",69fdf0d2e45e7dcf5c438d24,prg802,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587b1,69fded1c62446148bd849006,New York Air Brake Co,69fdf07103a2257cd27deaeb,kci291,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587c2,69fded0e62446148bd848b89,Archway Technology LLC,69fdf08a38cbea6b3a6914e6,kci892,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587d0,69fded2362446148bd849240,True Blue Plumbing LLC,69fdf08d0bb484cab513cc63,kci893,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587d6,69fded1262446148bd848cca,Crescent Electric Supply Co Inc,69fdf09d38cbea6b3a6917a7,lcs458,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587ed,69fded0e62446148bd848b86,ARC Physical Therapy Plus,69fdf0ad0bb484cab513d40c,ncd054,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd85880e,69fded1e62446148bd8490a5,Power Motion Inc,69fdf0d602bb2c42a87a37d2,prg803,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd858812,69fded1562446148bd848dde,G3 Industrial Solutions LLC,69fdf0d9e45e7dcf5c438e0a,prg804,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587c6,69fded1f62446148bd849117,Royal Seamless Gutter Inc,69fdf08a38cbea6b3a6914e6,kci892,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587d2,69fded1d62446148bd84906c,Pennsylvania Tool Sales and Service Inc,69fdf090fa0b60fcd50da1ff,kci894,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587db,69fded0c62446148bd848b1d,Adams Cable Equipmnt Inc,69fdf0a00bb484cab513cf51,lle449,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd8587f1,69fded1662446148bd848e0b,GOBRANDS Inc,69fdf0ad0bb484cab513d40c,ncd054,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd858806,69fded1962446148bd848f07,Laboratory Corporation of America Holdings,69fdf0d2e45e7dcf5c438d24,prg802,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf78062446148bd858807,69fded1e62446148bd8490d2,"Q4 Industries, LLC",69fdf0d2e45e7dcf5c438d24,prg802,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c0e,69fded1c62446148bd849000,New Lawn LLC,69fdf0e0e45e7dcf5c43916b,prg806,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c23,69fded0f62446148bd848bf8,Block Multi-Family Group,69fdf0f202bb2c42a87a3f39,prg815,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c01,69fded1062446148bd848c28,Builder Direct LLC,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c09,69fded2362446148bd849261,Unistrut Corporation,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c13,69fded1962446148bd848eec,KC Cocktail Company LLC,69fdf0e502bb2c42a87a3d50,prg807,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c33,69fded1d62446148bd849030,Option Care Enterprises Inc,69fdf10038cbea6b3a6932b8,prg838,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c3e,69fded1262446148bd848cf1,Data Systems Inc,69fdf109bf1df2fe969289b3,prg843,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c46,69fded2162446148bd84918c,Southwest Solutions Group Inc,69fdf10de45e7dcf5c439a2b,prg845,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c16,69fded0e62446148bd848bbc,Bachelor Controls Inc,69fdf0e8e45e7dcf5c43943f,prg808,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c17,69fded1b62446148bd848fa6,MicroProtein Technologies Inc,69fdf0e8e45e7dcf5c43943f,prg808,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c27,69fded2462446148bd8492a9,WCG IRB Inc,69fdf0f202bb2c42a87a3f39,prg815,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c36,69fded1762446148bd848e50,HEB KS LLC,69fdf103e45e7dcf5c439919,prg839,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859bff,69fded2062446148bd849177,Smithville Eye Center LLC,69fdf0d9e45e7dcf5c438e0a,prg804,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c00,69fded0d62446148bd848b7a,Apexsite Cleaning,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c04,69fded1b62446148bd848fa9,Midland Exteriors LLC,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c0d,69fded1b62446148bd848faf,Midwest Administrative Services LLC,69fdf0e0e45e7dcf5c43916b,prg806,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c11,69fded1462446148bd848d81,Excel Automation LLC,69fdf0e502bb2c42a87a3d50,prg807,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c25,69fded2062446148bd84916b,Siemens Energy Inc,69fdf0f202bb2c42a87a3f39,prg815,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c35,69fded1162446148bd848ca6,Convergint Technologies LLC,69fdf103e45e7dcf5c439919,prg839,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c45,69fded1f62446148bd849105,Rockwell Automation,69fdf10de45e7dcf5c439a2b,prg845,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c50,69fded1362446148bd848d18,Discover Church,69fdf12502bb2c42a87a57e0,prm796,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c15,69fded2162446148bd84917a,"SNSA, Inc a Missouri Coro",69fdf0e502bb2c42a87a3d50,prg807,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c19,69fded2162446148bd84919b,SRS Commercial AVL LLC,69fdf0e8e45e7dcf5c43943f,prg808,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c1d,69fded1762446148bd848e6b,"Horizon Systems, Inc.",69fdf0ef38cbea6b3a692ebb,prg812,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c43,69fded1c62446148bd848fee,Neonatal Product Group Inc,69fdf10de45e7dcf5c439a2b,prg845,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c4c,69fded1b62446148bd848f9d,Men Sui Tial and Naa Aung,69fdf11fbf1df2fe9692924c,prm791,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c55,69fded1f62446148bd8490d5,Quiktrip #248,69fdf1283b208288e0a82668,rid017,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c06,69fded1f62446148bd8490d8,R & R Communications Inc,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c0a,69fded0d62446148bd848b77,"Apex Products, LLC",69fdf0e0e45e7dcf5c43916b,prg806,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c2a,69fded2262446148bd849207,The Compatibility Center LLC,69fdf0f63b208288e0a8013d,prg835,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c38,69fded0c62446148bd848b23,ADEMCO Inc,69fdf10643ffeed6de3b1f8e,prg841,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c47,69fded2262446148bd8491fe,The American National Red Cross,69fdf10de45e7dcf5c439a2b,prg845,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c48,69fded1262446148bd848cc1,Covisian CTX LLC,69fdf11143ffeed6de3b221e,prg848,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c52,69fded1762446148bd848e80,IBA Molecular North Am In,69fdf12502bb2c42a87a57e0,prm796,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c0f,69fded2362446148bd849270,Unlimited Contracting LLC,69fdf0e0e45e7dcf5c43916b,prg806,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c20,69fded1e62446148bd8490ab,Prairie Engineers PC,69fdf0ef38cbea6b3a692ebb,prg812,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c2c,69fded1562446148bd848dc9,Freightsnap LLC,69fdf0fc7f8ab8a84b286ed0,prg837,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c49,69fded1062446148bd848c5b,"Challenger Sports, Inc.",69fdf11702bb2c42a87a4f1e,prg849,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c51,69fded1362446148bd848d54,"Electronics For Imaging, Inc",69fdf12502bb2c42a87a57e0,prm796,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c08,69fded2362446148bd84923a,Trinity Property Management LLC,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c10,69fded1462446148bd848d6c,Engineering Design & Testing Corporation,69fdf0e502bb2c42a87a3d50,prg807,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c1b,69fded1862446148bd848e98,JACO General Contractor Inc,69fdf0eb0bb484cab513e3dd,prg811,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c1c,69fded1f62446148bd8490f9,Repairs Unlimited LLC,69fdf0eb0bb484cab513e3dd,prg811,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c39,69fded0c62446148bd848b29,Advanced Pharmaceuticals LLC,69fdf10643ffeed6de3b1f8e,prg841,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c3d,69fded2462446148bd84928e,Vintegrity Kansas LL,69fdf10643ffeed6de3b1f8e,prg841,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c02,69fded1262446148bd848cf7,DataLocker Inc,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c2d,69fded1962446148bd848f13,Leaf Home Safety Solutions LLC,69fdf0fc7f8ab8a84b286ed0,prg837,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c32,69fded1662446148bd848e41,Hartfiel,69fdf10038cbea6b3a6932b8,prg838,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c05,69fded1e62446148bd849090,"Pinnacle Construction Group, LLC",69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c30,69fded1162446148bd848c8b,CNR Construction KC LLC,69fdf10038cbea6b3a6932b8,prg838,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c3b,69fded1b62446148bd848f8b,"Med Resources, Inc.",69fdf10643ffeed6de3b1f8e,prg841,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c4b,69fded0e62446148bd848ba7,Athletico Management LLC,69fdf11fbf1df2fe9692924c,prm791,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c4e,69fded2462446148bd8492b8,WINPIN 85 Investments LLC,69fdf122d3bfa5e4945e17c3,prm793,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c53,69fded2262446148bd8491da,SW Bell Telephone Company,69fdf12502bb2c42a87a57e0,prm796,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c54,69fded2262446148bd84921f,Tingheng Inc,69fdf12502bb2c42a87a57e0,prm796,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c5a,69fded1b62446148bd848fb5,Midwest Division,69fdf13dbf1df2fe96929ddf,rmc764,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c5b,69fded1b62446148bd848fb5,Midwest Division,69fdf13dbf1df2fe96929ddf,rmc764,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c5c,69fded2162446148bd849186,Sonia Marie Davis & James Edward Davis as Joint Tenant Hoops LLC,69fdf1523b208288e0a82fde,s79050,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c0b,69fded1162446148bd848c8e,Coffel Construction LLC,69fdf0e0e45e7dcf5c43916b,prg806,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c1f,69fded1b62446148bd848fc1,Milton Roy LLC,69fdf0ef38cbea6b3a692ebb,prg812,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c31,69fded1662446148bd848e1a,Great Day Improvements LLC,69fdf10038cbea6b3a6932b8,prg838,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c3c,69fded2162446148bd8491ce,"UDP (Unisource Document Products)/ Datamax / Sumner Group, Inc.",69fdf10643ffeed6de3b1f8e,prg841,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c40,69fded1d62446148bd849057,Paper Converting Machine Corporation,69fdf109bf1df2fe969289b3,prg843,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c57,69fded1062446148bd848c2b,Bunzl Distribution Inc,69fdf12c38cbea6b3a6944ae,rl2877,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c58,69fded1e62446148bd8490c6,Propak Logistics LLC,69fdf12c38cbea6b3a6944ae,rl2877,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c5f,69fded0f62446148bd848bd4,BB Magical Fruit dba Costa Vida Fresh Mexican Grill,69fdf15bd3bfa5e4945e2255,sum015,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c60,69fded1262446148bd848cfa,David M & Lisa Wallace,69fdf15bd3bfa5e4945e2255,sum015,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c03,69fded1b62446148bd848f8e,Medical Missions Foundation,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c0c,69fded1362446148bd848d33,DTG Medical Electronics,69fdf0e0e45e7dcf5c43916b,prg806,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c12,69fded1862446148bd848ea4,JES Business Solutions,69fdf0e502bb2c42a87a3d50,prg807,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c26,69fded2262446148bd849222,Titan Built LLC,69fdf0f202bb2c42a87a3f39,prg815,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c28,69fded1c62446148bd848ff4,Netsmart Technologies Inc,69fdf0f63b208288e0a8013d,prg835,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c3f,69fded1a62446148bd848f40,Magic Kitchen Inc,69fdf109bf1df2fe969289b3,prg843,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c5d,69fded1462446148bd848d72,Enterprise Leasing Company of Kansas,69fdf15538cbea6b3a695784,sfe739,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c1e,69fded1862446148bd848ec8,Kansas City Golf Association,69fdf0ef38cbea6b3a692ebb,prg812,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c56,69fded0d62446148bd848b6b,Anixter Inc,69fdf12c38cbea6b3a6944ae,rl2877,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c5e,69fded2162446148bd8491b3,Starbucks Corporation,69fdf1587f8ab8a84b289613,str117,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c14,69fded1f62446148bd8490e4,"RDC, Inc.",69fdf0e502bb2c42a87a3d50,prg807,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c22,69fded0e62446148bd848bc5,Bankers Life and Casualty Company,69fdf0f202bb2c42a87a3f39,prg815,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c24,69fded1c62446148bd84901e,Old National Bank,69fdf0f202bb2c42a87a3f39,prg815,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c29,69fded2262446148bd8491d4,Sunflower Hills Inc,69fdf0f63b208288e0a8013d,prg835,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c2b,69fded0f62446148bd848c01,BluSky Restoration Contractors LLC,69fdf0fc7f8ab8a84b286ed0,prg837,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c2e,69fded1a62446148bd848f43,Magnum Systems Inc,69fdf0fc7f8ab8a84b286ed0,prg837,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c37,69fded2162446148bd849189,South Western Communications Inc,69fdf103e45e7dcf5c439919,prg839,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c3a,69fded1262446148bd848ceb,Dairy Farmers of America Inc,69fdf10643ffeed6de3b1f8e,prg841,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c41,69fded2262446148bd84921c,ThyssenKrupp Real Estate North America LLC,69fdf109bf1df2fe969289b3,prg843,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c07,69fded2162446148bd8491a4,STA-MOT-KS LLC,69fdf0dc02bb2c42a87a39b3,prg805,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c18,69fded1d62446148bd849078,"PERG Buildings, LLC",69fdf0e8e45e7dcf5c43943f,prg808,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c1a,69fded1762446148bd848e53,Henderson Engineers Inc,69fdf0eb0bb484cab513e3dd,prg811,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c21,69fded2162446148bd8491ce,"UDP (Unisource Document Products)/ Datamax / Sumner Group, Inc.",69fdf0ef38cbea6b3a692ebb,prg812,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c42,69fded1762446148bd848e71,Hughes Machinery Company,69fdf10de45e7dcf5c439a2b,prg845,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c4a,69fded0f62446148bd848bf5,Block Maintenance Solutions LLC,69fdf11c3b208288e0a82482,prg860,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
"Block Real Estate Services, LLC",69fdf79262446148bd859c61,69fded1362446148bd848d15,Dineshkumar P Patel and Jigneshkumar D Patel,69fdf15bd3bfa5e4945e2255,sum015,Insurance Request,active,non_compliant,Block Requirements,true,,,,,,,,,2026-05-27,2026-05-27
