client,id,name,context_object,status,description,start_date,end_date,archived_at,external_codes,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",69fdf16443ffeed6de3b3cbb,"tic220 - Pinnacle Corporate Centre I {Pinnacle Corporate Centre, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf16702bb2c42a87a69a9,"tic239 - 3901 Dixon {3901 Dixon Investors, LLC}",Project,active,,,,,,2026-05-08,2026-05-28,2026-06-11
"Block Real Estate Services, LLC",69fdf16bd3bfa5e4945e27f9,tic242 - Martinrea Building {HIDGS Associates LLC},Project,active,,,,,,2026-05-08,2026-05-28,2026-06-11
"Block Real Estate Services, LLC",69fdf16fbf1df2fe9692b2ff,"tic253 - Nall Corporate Centre II {HLBT Associates, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1733b208288e0a83fdc,"tic285 - Platte Valley Industrial Center 5 {WCG Riverside, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf176bf1df2fe9692bf76,"tic330 - Faith Technologies, Inc.",Project,active,,,,,,2026-05-08,2026-06-02,2026-06-11
"Block Real Estate Services, LLC",69fdf179d3bfa5e4945e2ba8,"tic441 - Lenexa Logistics Centre North Building 1 {BLNW ASSOCIATES, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf17dbf1df2fe9692c120,"tic467 - Lenexa Logistics Centre South Building 7 {Lenexa Logistics 7, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf181e45e7dcf5c43c857,"tic472 - Crossroads Bonner Springs, LLC",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf18402bb2c42a87a7242,"tic541 - 5101 Speaker Road {540 Westport Associates, LLC}",Project,active,,,,,,2026-05-08,2026-05-28,2026-06-11
"Block Real Estate Services, LLC",69fdf1878e25e7a0d91882aa,"tic548 - Renner Warehouse {RGD Associates, LLC}",Project,active,,,,,,2026-05-08,2026-05-28,2026-06-11
"Block Real Estate Services, LLC",69fdf18bd3bfa5e4945e2e28,"tic630 - College Crossing I {COLLEGE IJ, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf18e38cbea6b3a6967e6,"tic645 - Orscheln Farm & Home {Wellington OFH, LLC}",Project,active,,,,,,2026-05-08,2026-05-28,2026-06-11
"Block Real Estate Services, LLC",69fdf1943b208288e0a8495e,"tic662 - Pinnacle Corporate Centre III {Pinnacle Building III, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf19902bb2c42a87a78b8,"tic663 - Pinnacle Corporate Centre IV {BK Pinnacle IV, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf19c8e25e7a0d918870f,"tic665 - Pinnacle Corporate Centre V {Pinnacle V Associates, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1a03b208288e0a84a8c,"tic680 - College Crossing E {College Crossing EFGH, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1a402bb2c42a87a79ca,"tic681 - College Crossing F {College Crossing EFGH, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1a78e25e7a0d91889e0,"tic682 - College Crossing G {College Crossing EFGH, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1aa3b208288e0a84cde,"tic683 - College Crossing H {College Crossing EFGH, LLC}",Project,active,,,,,,2026-05-08,2026-05-28,2026-06-11
"Block Real Estate Services, LLC",69fdf1b002bb2c42a87a7dd3,"wes705 - Westbrook I {Westbrook I-II KC Partners, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1b38e25e7a0d9188c24,"wes706 - Westbrook II {Westbrook I-II KC Partners, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1b6d3bfa5e4945e38f8,"tic714 - Quivira Randol Building 2 {Quivira 91 Associates, LLC}",Project,active,,,,,,2026-05-08,2026-05-28,2026-06-11
"Block Real Estate Services, LLC",69fdf1bad3bfa5e4945e3941,"tic723 - 3737 Investors, LLC",Project,active,,,,,,2026-05-08,2026-06-08,2026-06-11
"Block Real Estate Services, LLC",69fdf1e402bb2c42a87a8a64,"tic765 - College Crossing C {College Crossing CD, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1e83b208288e0a85c52,"tic777 - Lenexa Logistics Centre East Building 3 {Lenexa Logistics East 3, LLC}",Project,active,,,,,,2026-05-08,2026-06-02,2026-06-11
"Block Real Estate Services, LLC",69fdf1eb02bb2c42a87a8cf8,"tic782 - Executive Park Distribution Center #3 {Cal Vent Group, LTD}",Project,active,,,,,,2026-05-08,2026-05-27,2026-06-11
"Block Real Estate Services, LLC",69fdf1ee3b208288e0a8697e,"tic783 - Lamar Distribution Center #1 {Cal Vent Group, LTD}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1f18e25e7a0d918af0d,"tic784 - Macon-Bedford Distribution Center #1 {Cal Vent Group, LTD}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1f57f8ab8a84b28cc1a,"tic785 - Terrace & Lackman Distribution Center #1 {Cal Vent Group, LTD}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1f88e25e7a0d918b166,"tic787 - Kansas Commerce Center #16 {KCC 16, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1fad3bfa5e4945e603a,"tic752 - Plaza Corporate Centre {Prom Motor Hotel, Inc.}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1fc3b208288e0a86ed1,"tic827 - Westchester Square Shopping Centre {Westchester 87 Investors, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf1ffd3bfa5e4945e61a5,"tic828 - Pine Ridge Building 28 {PERG BUILDINGS, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf2023b208288e0a871b2,"tic846 - Pine Ridge Building 26 {PERG BUILDINGS, LLC}",Project,active,,,,,,2026-05-08,2026-06-01,2026-06-11
"Block Real Estate Services, LLC",69fdf20a02bb2c42a87a98b0,"tic847 - Pine Ridge Building 27 {PERG BUILDINGS, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf20e8e25e7a0d918b96c,"tic851 - Pine Ridge Building 31 {PERG Corbion, LLC}",Project,active,,,,,,2026-05-08,2026-06-02,2026-06-11
"Block Real Estate Services, LLC",69fdf211bf1df2fe9692fce4,"tic873 - Northgate Plaza {Northgate Associates, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf21419e1eeeaeb9ad90b,"tic880 - 8040 Bond {8040 Bond Investors, LLC}",Project,active,,,,,,2026-05-08,2026-05-27,2026-06-11
"Block Real Estate Services, LLC",69fdf21802bb2c42a87aa766,"tic921 - Millennium Business Park {Millennium Lenexa, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf21b8e25e7a0d918bf24,tic949 - Staples Building {Orchard Cambridge Investors LLC} (fka Corporate Express [BIF III - CEB Executive Park]),Project,active,,,,,,2026-05-08,2026-06-02,2026-06-11
"Block Real Estate Services, LLC",69fdf21f19e1eeeaeb9ada59,"viv080 - Vivion Road Shopping Center {Vivion Road Development Company, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf22b19e1eeeaeb9add38,wjb111 - WJB Investment Co. (Parking Lot),Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",69fdf5c2e84e20262bb42482,"3bo890 - 3BS-OKS, LLC 16110 W. 135th",Project,active,,,,,,2026-05-08,2026-05-27,2026-06-11
"Block Real Estate Services, LLC",69fdf5c2e84e20262bb42483,"3rd979 - Belton Towne Center {Belton MO Properties, LLC}",Project,active,,,,,,2026-05-08,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a170535da8b4807522414f6,"3rd299 - Delaire KC, LLC - Westport Building - 4006 Central (Office, 2nd floor)",Project,active,,,,,,2026-05-27,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a184b7d5a886bcac133ba92,"tic765 - College Crossing D {College Crossing CD, LLC}",Project,active,,,,,,2026-05-28,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1856e4462ef1e78ea0ee09,"tic630 - College Crossing J {COLLEGE IJ, LLC}",Project,active,,,,,,2026-05-28,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a185c29462ef1e78ea21779,col720 - College Crossing - Building 2 (Building B) {COLLEGE CROSSING ASSOCIATES. LLC},Project,active,,,,,,2026-05-28,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a186a07df4174601583f130,"prm793 - Prom Motor Hotel, Inc. - 12065 Metcalf",Project,active,,,,,,2026-05-28,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a186a846b3214c65fe80b42,"prm791 - Prom Motor Hotel, Inc. - 210 N 7 Highway",Project,active,,,,,,2026-05-28,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a18705a9ef1cffe57c1dcd0,"prg840 - Pine Ridge Building 9 {PERG BUILDINGS, LLC}",Project,active,,,,,,2026-05-28,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1dcc9da0ed8c51ab1b2a64,"3rd046 - Lee's Summit Mike Enterprise {Lee's Summit Mike Enterprise, LLC} (fka Lee's Summit Max)",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1dce5d2575f4fed44439f8,"len462 - Lenexa Logistics Centre South Building 6 {Lenexa Logistics South 6, LLC}",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1dd8c35e529bb0fc8c5087,tic447 - Lenexa Logistics Centre East Building 2,Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1ddfb923b401dcff7b5911,"3rd307 - Parkway 134, LLC",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1de36e23b401dcff7c77d4,3rd323 - Rule Realty Corporation - 3323 Roanoake Road,Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1dec04a0ed8c51ab231482,"tic261 - CityPlace Corporate Centre IV {Cityplace Corporate Centre IV Investors, LLC}",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1df214a0ed8c51ab247a16,"tic824 - Great Plains Commerce Center Building A {GPCC Investors, LLC}",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1df2cb65d51d7aa572c1c4,"tic825 - Great Plains Commerce Center Building C {GPCC Investors, LLC}",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1df41623b401dcff80cc8b,"3rd9322 - Heatherview Retail Strip Center {Eversun Property, Inc.}",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1df8210a51a0db79c129cd,"3rd487 - Max Swade {MJR, LLC}",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1dfca5a0ed8c51ab26246c,"con828 - Pine Ridge Building 28 {Building 28 of Pine Ridge West Condominium Association, Inc.}",Project,active,,,,,,2026-06-01,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1ee9a423b401dcff8fb689,"rvw871 - Ridgeview Associates, LLC",Project,active,,,,,,2026-06-02,2026-06-11,2026-06-11
"Block Real Estate Services, LLC",6a1eecc680c8f1ceee9d6510,3rd621 - Rule Realty Corporation - 3621 Noland Court,Project,active,,,,,,2026-06-02,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4dc,"RIC3DC3 - QTS Richmond III DC3, LLC",Project,active,,,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,6a05d6c2b65dbfe9915cfa12,"RIC3DC4 - QTS Richmond III DC4, LLC",Project,active,,,,,,2026-05-14,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4c9,"DFW1DC4 - QTS Irving DC4, LLC",Project,active,Structure Tone,2025-12-31,2026-01-08,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4ca,"DFW1DC5 - QTS Irving DC5, LLC",Project,active,Rogers O'Brien,2025-08-23,2025-10-08,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4cb,"DFW1DC6 - QTS Irving DC6, LLC",Project,active,Rogers O'Brien,2026-02-01,2026-04-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4cc,"DFW2DC3 - QTS Dallas I DC3, LLC",Project,active,Rogers O'Brien,2026-12-01,2027-09-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4cd,"FTW1DC2 - QTS Fort Worth I DC2, LLC",Project,active,Adolfson & Peterson,2025-11-18,2026-05-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4ce,"MAN1DC6 - QTS Manassas I DC6, LLC",Project,active,White-Turner,2026-03-01,2026-06-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4cf,"NAL1DC2 - QTS New Albany I DC2, LLC",Project,active,White-Turner,2025-12-19,2026-04-28,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4d0,"NAL2DC1 - QTS New Albany II DC1, LLC",Project,active,Gray Construction,2025-11-12,2025-12-15,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4d1,"NAL2DC2 - QTS New Albany II DC2, LLC",Project,active,Gray Construction,2026-01-02,2026-04-21,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4d2,"ATL2DC10 - QTS Fayetteville II, DC9-10, LLC",Project,active,Hitt,2026-12-18,2027-08-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4d3,"ATL2DC2 - QTS Fayetteville I DC1-2, LLC",Project,active,Hitt,2025-06-30,2025-11-15,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4d6,"CLT1DC1 - QTS York I, LLC",Project,active,Gilbane,2025-12-01,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4d7,"CHI1DC1 - QTS Chicago I DC1, LLC",Project,active,Mortenson,2029-06-01,2029-06-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4d8,"MAN1DC4 - QTS Manassas I DC4, LLC",Project,active,Hitt,,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4d9,"ATL2DC5 - QTS Fayetteville I, LLC",Project,active,Hitt,2025-12-01,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4da,"RIC2DC6 - QTS Richmond II DC6, LLC",Project,active,Hitt,,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4db,"RIC3DC2 - QTS Richmond III DC2, LLC",Project,active,,,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4df,"DEN1DC1 - QTS Aurora, LLC",Project,active,Holder,2024-06-01,2026-04-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e0,"NAL1DC1 - QTS New Albany I DC1, LLC",Project,active,White-Turner,2025-07-30,2026-01-21,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e1,"PHX2DC4 - QTS Phoenix II DC4, LLC",Project,active,Clayco,2025-09-18,2025-10-15,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e2,"ATL2DC9 - QTS Fayetteville II, DC9-10, LLC",Project,active,Clayco,2025-06-30,2025-11-15,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e3,"ASH1DC2 - QTS Investment Properties Ashburn, LLC",Project,active,Hitt,2026-05-01,2026-07-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e4,"DEN1DC2 - QTS Aurora I DC2, LLC",Project,active,Evans,2026-08-01,2026-08-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e5,"CLT1DC2 - QTS York I, LLC",Project,active,Evans,2025-12-01,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e6,"DFW2DC2 - QTS Dallas I DC2, LLC",Project,active,Structure Tone,2026-10-01,2027-04-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e7,"DFW2DC4 - QTS Dallas I DC4, LLC",Project,active,Structure Tone,2027-02-01,2027-05-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e8,"ASH2DC2 - QTS Lockridge DC2, LLC",Project,active,Hitt,2024-11-01,2026-01-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4e9,"SLC1DC1 - QTS Eagle Mountain 1, LLC",Project,active,,,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4ea,"ATL2DC3 - QTS Fayetteville I, LLC",Project,active,Brasfield & Gorrie,2025-11-17,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4ec,"MAN1DC5 - QTS Manassas DC-5, LLC",Project,active,Hitt,2021-10-01,2026-08-16,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4ed,"PHX3DC2 - QTS Glendale I DC2, LLC",Project,active,Layton,2026-08-03,2026-10-30,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4ee,"PHX3DC9 - QTS Glendale I DC9, LLC",Project,active,Layton,2026-09-01,2026-12-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4ef,"SLC1DC2 - QTS Eagle Mountain 1, LLC",Project,active,,,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4f0,"SLC1DC3 - QTS Eagle Mountain 1, LLC",Project,active,,,,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4f1,"PHX3DC1 - QTS Glendale I DC1, LLC",Project,active,Layton,2026-07-01,2026-10-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4f2,"PHX3DC13 - QTS Glendale I DC13, LLC",Project,active,Layton,2026-01-27,2026-05-29,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4f3,"PHX3DC14 - QTS Glendale I DC14, LLC",Project,active,Layton,2025-09-22,2026-02-16,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4f4,"CDR1DC1 - QTS Cedar Rapids I DC1, LLC",Project,active,Layton,2025-10-20,2026-10-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4f5,"CDR1DC2 - QTS Cedar Rapids I DC2, LLC",Project,active,Layton,2025-11-18,2026-10-30,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69f10c28beb6279e947be4f6,"CDR1DC3 - QTS Cedar Rapids I DC3, LLC",Project,active,Layton,2025-09-15,2026-05-01,,,2026-04-28,2026-06-11,2026-06-11
QTS Data Centers,69fc9b6f2c4b2730d63db1d4,"RIC2DC5 - QTS Richmond II DC5, LLC",Project,active,Hitt,2025-10-23,2025-11-13,,,2026-05-07,2026-05-28,2026-06-11
QTS Data Centers,69fc9b6f2c4b2730d63db1d5,"DFW2DC1 - QTS Dallas I DC1, LLC",Project,active,Suffolk,2026-09-01,2026-12-01,,,2026-05-07,2026-05-28,2026-06-11
QTS Data Centers,6a05d756fe7b4a8a035e5c21,"RIC3DC1 - QTS Richmond III DC1, LLC",Project,active,,2025-09-12,2025-10-24,,,2026-05-14,2026-05-15,2026-06-11
QTS Data Centers,6a05d77b8b5928c024a9c975,"RIC3DC5 - QTS Richmond III DC5, LLC",Project,active,,,,,,2026-05-14,2026-06-11,2026-06-11
QTS Data Centers,6a071a1ab333109abbeb3dab,"RIC1DC6 - QTS Richmond I DC6, LLC",Project,active,Hitt,2025-07-15,2025-09-04,,,2026-05-15,2026-06-11,2026-06-11
QTS Data Centers,6a071a68b7c7740fe9c2f2e2,"RIC2DC3 - QTS Richmond II DC3, LLC",Project,active,Hitt,2025-07-28,2025-08-28,,,2026-05-15,2026-06-11,2026-06-11
QTS Data Centers,6a071cf97ee88c9e3617f343,"CDR1DC4 - QTS Cedar Rapids I DC4, LLC",Project,active,,,,,,2026-05-15,2026-06-11,2026-06-11
QTS Data Centers,6a15ab19fd91891a7796b9d0,SLC1DC4 -,Project,active,Layton,,,,,2026-05-26,2026-06-11,2026-06-11
QTS Data Centers,6a15ab64f954928d4d5237e3,CLT1DC4 -,Project,active,Gilbane,,,,,2026-05-26,2026-06-11,2026-06-11
QTS Data Centers,6a15ab87c2b6428acbd44c69,DEN1DC3 -,Project,active,Evans,,,,,2026-05-26,2026-06-11,2026-06-11
QTS Data Centers,6a1891dbb517ae25a8862c83,CDR1DC5,Project,active,Suffolk,,,,,2026-05-28,2026-06-11,2026-06-11
QTS Data Centers,6a1891e9da80b4370421136a,CDR1DC6,Project,active,Layton,,,,,2026-05-28,2026-06-11,2026-06-11
QTS Data Centers,6a189203462ef1e78eae99d3,CDR1DC7,Project,active,Suffolk,,,,,2026-05-28,2026-06-11,2026-06-11
QTS Data Centers,6a18927fe701796d85e5de5c,DFW2DC5,Project,active,Layton,,,,,2026-05-28,2026-05-28,2026-06-11
DEMO Client,6a0b3e35b969c617163dd611,Supplier,Project,active,,,,,,2026-05-18,2026-05-18,2026-06-11
DEMO Client,6a0b3e35b969c617163dd613,Speciality Vendor,Project,active,,,,,,2026-05-18,2026-05-18,2026-06-11
DEMO Client,6a0b3e35b969c617163dd612,Hauler,Project,active,,,,,,2026-05-18,2026-06-05,2026-06-11
DEMO Client,6a0b3e35b969c617163dd60e,"Project 101 - Riverside Office Complex, Chicago IL",Project,active,,,,,,2026-05-18,2026-06-11,2026-06-11
DEMO Client,6a0b3e35b969c617163dd610,"Project 103 - Distribution Center, Bedford Park IL",Project,active,,,,,,2026-05-18,2026-06-08,2026-06-11
DEMO Client,6a0b3e35b969c617163dd60f,"Project 102 - Lakefront Residential Tower, Evanston IL",Project,active,,,,,,2026-05-18,2026-05-18,2026-06-11
DEMO Client,6a0b3e35b969c617163dd60a,Retail Location,Project,active,,,,,,2026-05-18,2026-05-18,2026-06-11
DEMO Client,6a0b3e35b969c617163dd60d,Office Location 2,Project,active,,,,,,2026-05-18,2026-05-18,2026-06-11
DEMO Client,6a0b3e35b969c617163dd60b,Restaurtant Location,Project,active,,,,,,2026-05-18,2026-05-18,2026-06-11
DEMO Client,6a0b3e35b969c617163dd60c,Office Location 1,Project,active,,,,,,2026-05-18,2026-06-11,2026-06-11
