client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
Bauer Foundation Corp.,70dce6fd-22dd-4aed-9203-19db5c6e7a00,,244172c0-7202-41e2-9e9e-d52073dd05c7,,,2026-06-30T07:35:57,,,,,,06/30/2026,06/30/2026 02:59:13
Canadian Pacific Kansas City,7256232d-dd20-470d-b2b9-598d2c2b8a84,,,,,2026-06-30T07:04:10,,,,,,06/30/2026,06/30/2026 02:59:13
Canadian Pacific Kansas City,bc43e81f-445b-4b84-b6cc-5064da8816d1,,f33ff614-8624-470b-9913-8e60f52fea68,,,2026-06-30T06:48:08,,,,,,06/30/2026,06/30/2026 02:59:13
Canadian Pacific Kansas City,bdc9d6e6-8659-4e13-b5bf-35e33583c45e,,7d5a12de-6822-4236-84d2-135264d9c98c,,,2026-06-30T06:16:33,,,,,,06/30/2026,06/30/2026 02:59:13
Canadian Pacific Kansas City,f6710921-4129-485a-bc8d-b8be604dab16,,d961a856-5bb4-4e6f-bf25-7c5ba6d1372f,,,2026-06-30T06:45:16,,,,,,06/30/2026,06/30/2026 02:59:13
EMMES,1deed395-46c6-41a3-917b-088710bbce3d,,ce3ffe8b-9978-41d8-8097-fc5b54626774,,,2026-06-30T05:23:34,,,,,,06/30/2026,06/30/2026 02:59:13
EMMES,34a6295d-7b30-458d-968e-948bc5dc6763,,1e5c9e5b-2d2b-4524-946f-62d65b5c07c9,,,2026-06-30T05:42:45,,,,,,06/30/2026,06/30/2026 02:59:13
EMMES,603d62d2-12ef-4e52-ae70-dfd5338f6ad1,,aa22d0c9-0185-4d31-8153-4f223e521dd2,,,2026-06-30T05:27:25,,,,,,06/30/2026,06/30/2026 02:59:13
EMMES,f7e45113-97de-44a6-be1c-4ffd86d8f874,,e081946e-1783-463c-bca5-f22e01c08262,,,2026-06-30T05:23:44,,,,,,06/30/2026,06/30/2026 02:59:13
Gart Properties,8344d2f9-b463-4337-bab2-27fd993861f9,,,,,2026-06-30T05:59:15,,,,,,06/30/2026,06/30/2026 02:59:13
Mizuho Bank,11dbfb4e-30f1-4b30-826f-255b50fee8e4,,,,,2026-06-29T19:33:38,,,,,,06/30/2026,06/30/2026 02:59:18
Mizuho Bank,2cb7766d-abc9-49e9-a583-480e06a21afe,,e30f03bd-c221-43a1-af0b-5416c92aebc0,,,2026-06-29T17:20:42,,,,,,06/30/2026,06/30/2026 02:59:18
Mizuho Bank,708986f8-f9fb-4d7b-82c7-056f33942697,,,,,2026-06-29T17:20:42,,,,,,06/30/2026,06/30/2026 02:59:18
Mizuho Bank,ecad88a8-4ddd-42cf-a754-43c8642d6932,,,,,2026-06-29T17:20:42,,,,,,06/30/2026,06/30/2026 02:59:18
Scandroli Construction,716135ae-c8ee-46bf-929d-678b2d771cbd,,,,,2026-06-30T07:52:30,,,,,,06/30/2026,06/30/2026 02:59:26
Scandroli Construction,a3ebc50d-e679-491e-8619-37a8de8a1be1,,23aaf06c-1a73-486b-96a5-016fe57ad6df,,,2026-06-30T07:52:30,,,,,,06/30/2026,06/30/2026 02:59:26
The Abbey Management Company,43828edf-153e-4c82-bbec-e937bb9637c2,,,,,2026-06-30T05:36:54,,,,,,06/30/2026,06/30/2026 02:59:27
