client,action_id,action_type,insured_id,insured_name,status,created_at,updated_at,scheduled_at,completed_at,notes,triggered_by,sync_date,sync_timestamp
Canadian Pacific Kansas City,1e5a4654-6ba8-4907-a7b7-587e8c6415ee,,a220a97b-bb1c-4460-bb0e-46bb12e2bb53,,,2026-06-09T09:46:02,,,,,,06/09/2026,06/09/2026 06:19:15
Canadian Pacific Kansas City,5a5d09ba-f253-4b6a-88a3-fa25349a7c3c,,b417bddf-f09d-4b20-a8ba-d1104147159a,,,2026-06-09T09:41:21,,,,,,06/09/2026,06/09/2026 06:19:15
Mizuho Bank,7fa95620-6cad-4721-892d-e0c0f96de5fe,,33267c35-1974-4df2-aed0-3f141936bcb1,,,2026-06-09T09:21:27,,,,,,06/09/2026,06/09/2026 06:19:25
Mizuho Bank,ac8868ff-863b-4c68-b49d-0e09c7d69022,,,,,2026-06-09T09:21:27,,,,,,06/09/2026,06/09/2026 06:19:25
Scandroli Construction,0e3c10bb-b46c-4181-8380-87fcf7956fa9,,c8669dfa-efb3-4007-b640-31e2c9a70a0c,,,2026-06-09T09:12:45,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,1bd72b1d-8356-4389-9875-d1c4dfc5b422,,c8669dfa-efb3-4007-b640-31e2c9a70a0c,,,2026-06-09T09:12:45,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,200608d6-c82b-413e-afda-d02bd77322a0,,,,,2026-06-09T09:12:45,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,28b446e2-8291-4e7b-8859-267628f04d10,,,,,2026-06-09T09:12:45,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,33e2ee06-b046-4085-8263-230e2a66845f,,8f2ec73c-d20c-4804-b845-386d3c73ef09,,,2026-06-09T11:13:16,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,3cd9c35b-3558-4080-bbfe-af6e557b9261,,,,,2026-06-09T09:12:45,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,5cb55f7a-e0f9-4924-8e2a-dce77ff2f16d,,8f2ec73c-d20c-4804-b845-386d3c73ef09,,,2026-06-09T11:13:16,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,71b3560c-4b90-42a8-b0cc-9a5cb32acc61,,8f2ec73c-d20c-4804-b845-386d3c73ef09,,,2026-06-09T11:13:16,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,9a4aa607-1d8b-40ac-870c-a5fcec8b05db,,c8669dfa-efb3-4007-b640-31e2c9a70a0c,,,2026-06-09T09:12:45,,,,,,06/09/2026,06/09/2026 06:19:34
Scandroli Construction,eac1b175-91e7-425a-8fc5-b61820333b6b,,c8669dfa-efb3-4007-b640-31e2c9a70a0c,,,2026-06-09T09:12:45,,,,,,06/09/2026,06/09/2026 06:19:34
